season,holiday,workingday,weather,temp,atemp,humidity,windspeed,rent
1,0,1,1,12.3,14.395,33,15.0013,4.983606621708336
1,0,1,1,12.3,15.15,33,11.0014,4.532599493153255
1,0,1,1,11.48,13.635,38,15.0013,4.007333185232471
1,0,1,1,10.66,12.88,48,11.0014,3.58351893845611
1,0,1,1,11.48,15.91,48,0.0,3.1354942159291497
1,0,1,1,10.66,14.395,48,6.0032,2.3978952727983707
1,0,1,1,9.84,12.12,52,8.9981,1.6094379124341003
1,0,1,1,9.84,12.12,52,8.9981,0.6931471805599453
1,0,1,1,9.84,12.88,52,6.0032,2.0794415416798357
1,0,1,1,9.02,13.635,64,0.0,1.0986122886681096
1,0,1,1,8.2,11.365,69,7.0015,2.3978952727983707
1,0,1,1,8.2,12.88,59,0.0,3.828641396489095
1,0,1,1,7.38,9.85,64,8.9981,4.859812404361672
1,0,1,1,9.02,11.365,55,12.998,5.552959584921617
1,0,1,1,10.66,12.88,41,11.0014,5.0238805208462765
1,0,1,2,12.3,14.395,33,12.998,4.276666119016055
1,0,1,2,14.76,17.425,25,11.0014,4.3694478524670215
1,0,1,2,14.76,18.94,23,0.0,4.605170185988091
1,0,1,2,15.58,19.695,25,7.0015,4.59511985013459
1,0,1,2,15.58,19.695,20,0.0,4.290459441148391
1,0,1,2,14.76,18.94,18,0.0,4.727387818712341
1,0,1,1,15.58,19.695,27,11.0014,4.6913478822291435
1,0,1,1,14.76,17.425,27,15.0013,5.517452896464707
1,0,1,1,13.94,16.665,27,12.998,5.46383180502561
1,0,1,1,13.94,17.425,31,7.0015,5.017279836814924
1,0,1,1,13.12,16.665,39,6.0032,4.343805421853684
1,0,1,1,12.3,14.395,49,12.998,4.330733340286331
1,0,1,1,12.3,14.395,49,15.0013,4.025351690735149
1,0,1,1,11.48,13.635,61,12.998,3.737669618283368
1,0,1,1,10.66,14.395,65,6.0032,2.3025850929940455
1,0,1,1,10.66,13.635,52,8.9981,1.6094379124341003
1,0,1,1,10.66,13.635,52,8.9981,1.0986122886681096
1,0,1,1,9.84,12.88,70,6.0032,1.3862943611198906
1,0,1,1,9.84,12.88,75,7.0015,1.0986122886681096
1,0,1,2,9.84,12.12,81,8.9981,2.197224577336219
1,0,1,2,9.84,12.88,85,7.0015,3.912023005428146
1,0,1,2,9.84,12.12,87,11.0014,4.955827057601261
1,0,1,2,9.84,12.12,87,8.9981,5.521460917862246
1,0,1,2,10.66,12.12,87,16.9979,4.955827057601261
1,0,1,2,12.3,14.395,75,16.9979,4.060443010546419
1,0,1,2,13.12,14.395,76,26.0027,4.0943445622221
1,0,1,2,13.12,15.15,76,16.9979,4.59511985013459
1,0,1,2,13.12,14.395,76,23.9994,4.605170185988091
1,0,1,2,13.94,15.15,76,19.9995,4.276666119016055
1,0,1,2,14.76,16.665,71,19.9995,4.382026634673881
1,0,1,2,13.94,15.15,76,22.0028,4.727387818712341
1,0,1,2,13.94,15.15,76,19.9995,5.272999558563747
1,0,1,2,13.94,15.91,76,16.9979,5.241747015059643
1,0,1,2,13.94,15.15,76,22.0028,4.90527477843843
1,0,1,2,13.12,15.91,87,12.998,4.5217885770490405
1,0,1,2,13.12,15.15,93,22.0028,4.143134726391533
1,0,1,3,13.12,15.91,93,11.0014,3.0910424533583156
1,0,1,3,13.94,16.665,93,12.998,2.9444389791664403
1,0,1,3,13.94,15.91,0,16.9979,1.3862943611198906
1,0,1,3,13.94,15.91,0,16.9979,1.0986122886681096
1,0,1,3,13.94,15.91,0,16.9979,0.6931471805599453
1,0,1,3,14.76,17.425,0,12.998,1.3862943611198906
1,0,1,3,14.76,16.665,0,22.0028,2.5649493574615367
1,0,1,3,15.58,19.695,0,15.0013,3.6375861597263857
1,0,1,3,15.58,19.695,0,19.0012,3.8066624897703196
1,0,1,3,16.4,20.455,0,15.0013,3.2188758248682006
1,0,1,3,16.4,20.455,0,11.0014,2.8903717578961645
1,0,1,3,16.4,20.455,0,16.9979,2.4849066497880004
1,0,1,3,17.22,21.21,0,15.0013,3.5553480614894135
1,0,1,3,17.22,21.21,0,15.0013,2.5649493574615367
1,0,1,3,18.04,21.97,0,19.9995,2.5649493574615367
1,0,1,3,18.04,21.97,0,15.0013,2.70805020110221
1,0,1,3,17.22,21.21,0,16.9979,3.0910424533583156
1,0,1,2,18.04,21.97,0,26.0027,4.718498871295094
1,0,1,3,18.04,21.97,0,23.9994,4.418840607796597
1,0,1,3,18.04,21.97,0,39.0007,4.04305126783455
1,0,1,3,14.76,16.665,0,22.0028,3.6635616461296463
1,0,1,3,14.76,17.425,0,15.0013,3.3672958299864737
1,0,1,2,13.94,16.665,0,8.9981,3.5553480614894135
1,0,1,3,13.94,17.425,0,6.0032,3.332204510175204
1,0,1,2,13.94,17.425,100,6.0032,1.9459101490553132
1,0,1,3,13.94,17.425,100,7.0015,2.197224577336219
1,0,1,3,13.94,17.425,100,7.0015,1.791759469228055
1,0,1,2,13.12,16.665,93,6.0032,1.0986122886681096
1,0,1,1,12.3,14.395,81,15.0013,2.0794415416798357
1,0,1,1,10.66,12.12,81,19.0012,3.4965075614664802
1,0,1,1,10.66,12.88,70,12.998,4.74493212836325
1,0,1,1,11.48,13.635,70,16.9979,5.560681631015528
1,0,1,2,12.3,14.395,61,19.0012,5.056245805348308
1,0,1,2,13.12,15.15,57,19.9995,4.3694478524670215
1,0,1,2,13.12,15.15,57,19.9995,4.406719247264253
1,0,1,2,13.94,15.91,53,16.9979,4.718498871295094
1,0,1,1,14.76,16.665,53,16.9979,4.68213122712422
1,0,1,2,14.76,16.665,50,23.9994,4.499809670330265
1,0,1,2,13.94,15.91,53,16.9979,4.454347296253507
1,0,1,2,13.94,15.15,49,19.9995,4.736198448394496
1,0,1,1,13.94,15.91,49,15.0013,5.4116460518550396
1,0,1,1,13.12,15.15,49,22.0028,5.036952602413629
1,0,1,1,12.3,13.635,56,22.0028,4.77912349311153
1,0,1,1,12.3,15.15,56,11.0014,4.343805421853684
1,0,1,2,12.3,14.395,52,16.9979,3.988984046564274
1,0,1,1,12.3,15.15,52,11.0014,4.174387269895637
1,0,1,1,12.3,14.395,52,16.9979,3.6375861597263857
1,0,0,1,10.66,13.635,60,8.9981,3.5553480614894135
1,0,0,1,9.84,11.365,65,12.998,2.9444389791664403
1,0,0,1,9.84,11.365,65,12.998,2.70805020110221
1,0,0,1,9.84,11.365,65,16.9979,2.0794415416798357
1,0,0,1,9.84,11.365,65,16.9979,0.6931471805599453
1,0,0,1,9.02,11.365,69,12.998,1.0986122886681096
1,0,0,1,9.02,10.605,75,16.9979,1.6094379124341003
1,0,0,1,9.84,11.365,70,12.998,3.1780538303479453
1,0,0,1,10.66,12.88,65,11.0014,3.988984046564274
1,0,0,1,11.48,14.395,65,7.0015,4.624972813284271
1,0,0,1,13.12,15.15,66,15.0013,4.605170185988091
1,0,0,1,13.94,15.15,49,22.0028,4.787491742782046
1,0,0,1,13.94,15.91,53,19.0012,5.0689042022202315
1,0,0,1,14.76,16.665,51,23.9994,5.062595033026967
1,0,0,1,16.4,20.455,50,30.0026,5.1179938124167546
1,0,0,1,17.22,21.21,44,32.9975,5.2094861528414205
1,0,0,1,18.86,22.725,41,30.0026,5.5012582105447265
1,0,0,1,18.86,22.725,44,22.0028,5.365976015021851
1,0,0,1,17.22,21.21,54,11.0014,4.983606621708336
1,0,0,1,17.22,21.21,54,6.0032,4.727387818712341
1,0,0,1,16.4,20.455,58,7.0015,4.465908118654584
1,0,0,1,15.58,19.695,62,0.0,4.418840607796597
1,0,0,1,14.76,18.94,71,0.0,4.1588830833596715
1,0,0,1,15.58,19.695,66,6.0032,3.912023005428146
1,0,0,1,15.58,19.695,62,7.0015,3.6635616461296463
1,0,0,1,14.76,17.425,66,8.9981,3.526360524616161
1,0,0,1,13.94,16.665,76,8.9981,3.1780538303479453
1,0,0,1,13.94,16.665,66,11.0014,2.6390573296152584
1,0,0,1,14.76,17.425,62,8.9981,1.3862943611198906
1,0,0,1,13.94,18.18,66,0.0,1.0986122886681096
1,0,0,1,14.76,17.425,62,12.998,2.3978952727983707
1,0,0,1,16.4,20.455,50,19.9995,3.5553480614894135
1,0,0,1,16.4,20.455,50,27.9993,3.8066624897703196
1,0,0,1,17.22,21.21,47,16.9979,4.812184355372417
1,0,0,1,18.04,21.97,41,27.9993,5.204006687076795
1,0,0,1,18.86,22.725,38,26.0027,5.272999558563747
1,0,0,1,18.86,22.725,38,26.0027,5.402677381872279
1,0,0,1,18.86,22.725,41,19.9995,5.5254529391317835
1,0,0,1,19.68,23.485,39,22.0028,5.720311776607412
1,0,0,1,18.86,22.725,41,26.0027,5.549076084895219
1,0,0,1,18.04,21.97,41,23.9994,5.488937726156686
1,0,0,1,16.4,20.455,43,23.9994,4.997212273764115
1,0,0,1,14.76,16.665,50,23.9994,4.624972813284271
1,0,0,1,13.12,15.15,57,19.9995,4.356708826689592
1,0,0,1,12.3,14.395,56,16.9979,4.07753744390572
1,0,0,1,12.3,13.635,56,22.0028,3.6375861597263857
1,0,0,1,10.66,12.88,65,15.0013,3.3672958299864737
1,0,1,1,10.66,13.635,65,7.0015,2.4849066497880004
1,0,1,1,10.66,14.395,65,6.0032,0.6931471805599453
1,0,1,1,10.66,14.395,65,6.0032,0.6931471805599453
1,0,1,1,10.66,13.635,65,8.9981,1.3862943611198906
1,0,1,1,9.84,12.12,70,8.9981,2.197224577336219
1,0,1,1,10.66,13.635,65,8.9981,3.3672958299864737
1,0,1,2,11.48,15.91,61,0.0,4.48863636973214
1,0,1,2,12.3,15.15,56,8.9981,5.488937726156686
1,0,1,1,13.12,15.15,53,22.0028,4.948759890378168
1,0,1,1,13.94,15.91,42,16.9979,4.442651256490317
1,0,1,1,14.76,16.665,40,16.9979,4.276666119016055
1,0,1,1,15.58,19.695,37,0.0,4.553876891600541
1,0,1,1,15.58,19.695,36,22.0028,4.330733340286331
1,0,1,2,15.58,19.695,34,0.0,4.382026634673881
1,0,1,1,15.58,19.695,37,11.0014,4.624972813284271
1,0,1,1,16.4,20.455,35,7.0015,4.68213122712422
1,0,1,1,15.58,19.695,40,12.998,5.605802066295997
1,0,1,1,14.76,18.18,40,7.0015,5.46383180502561
1,0,1,1,14.76,17.425,43,8.9981,5.017279836814924
1,0,1,1,13.94,15.91,46,15.0013,4.867534450455582
1,0,1,1,13.94,16.665,46,8.9981,4.1588830833596715
1,0,1,1,13.12,16.665,49,7.0015,3.8712010109078907
1,0,1,1,13.12,17.425,53,0.0,2.995732273553991
1,0,1,1,13.12,17.425,53,0.0,2.70805020110221
1,0,1,1,12.3,15.15,62,6.0032,2.3978952727983707
1,0,1,1,12.3,15.15,62,6.0032,1.3862943611198906
1,0,1,1,9.84,12.88,75,6.0032,1.0986122886681096
1,0,1,1,9.84,11.365,75,12.998,2.4849066497880004
1,0,1,1,9.02,11.365,80,12.998,3.58351893845611
1,0,1,1,9.84,12.12,75,11.0014,4.787491742782046
1,0,1,1,10.66,14.395,70,6.0032,5.645446897643238
1,0,1,2,12.3,16.665,70,0.0,5.062595033026967
1,0,1,2,13.12,15.91,66,12.998,4.3694478524670215
1,0,1,2,13.94,15.91,57,15.0013,4.3694478524670215
1,0,1,2,14.76,17.425,50,15.0013,4.634728988229636
1,0,1,2,14.76,16.665,57,19.0012,4.584967478670571
1,0,1,2,15.58,19.695,46,19.9995,4.48863636973214
1,0,1,2,15.58,19.695,43,19.0012,4.51085950651685
1,0,1,2,15.58,19.695,46,22.0028,4.74493212836325
1,0,1,2,14.76,17.425,62,12.998,5.384495062789089
1,0,1,2,14.76,16.665,62,19.9995,5.420534999272285
1,0,1,2,13.94,15.91,71,19.0012,5.030437921392435
1,0,1,2,13.94,15.91,71,19.0012,4.48863636973214
1,0,1,3,13.12,16.665,81,7.0015,4.025351690735149
1,0,1,2,13.12,15.91,87,11.0014,3.0910424533583156
1,0,1,2,13.12,15.91,87,11.0014,2.9444389791664403
1,0,1,3,12.3,14.395,93,16.9979,2.197224577336219
1,0,1,3,12.3,13.635,100,19.9995,1.3862943611198906
1,0,1,2,11.48,13.635,100,15.0013,1.3862943611198906
1,0,1,2,12.3,15.15,93,11.0014,0.6931471805599453
1,0,1,2,12.3,15.91,93,7.0015,1.3862943611198906
1,0,1,2,12.3,15.91,93,7.0015,3.4657359027997265
1,0,1,2,12.3,14.395,93,12.998,4.718498871295094
1,0,1,2,13.12,15.91,93,0.0,5.537334267018537
1,0,1,2,13.12,16.665,93,8.9981,5.043425116919247
1,0,1,2,14.76,17.425,81,11.0014,4.23410650459726
1,0,1,2,14.76,17.425,81,8.9981,4.330733340286331
1,0,1,2,16.4,20.455,71,7.0015,4.48863636973214
1,0,1,2,16.4,20.455,76,8.9981,4.605170185988091
1,0,1,2,16.4,20.455,76,15.0013,4.61512051684126
1,0,1,2,16.4,20.455,76,16.9979,4.624972813284271
1,0,1,2,16.4,20.455,76,11.0014,5.0238805208462765
1,0,1,2,18.04,21.97,54,19.9995,5.537334267018537
1,0,1,2,18.04,21.97,54,15.0013,5.472270673671474
1,0,1,2,18.04,21.97,51,22.0028,5.1298987149230735
1,0,1,2,17.22,21.21,54,19.9995,4.804021044733257
1,0,1,2,17.22,21.21,58,19.0012,4.3694478524670215
1,0,1,2,16.4,20.455,62,26.0027,4.0943445622221
1,0,1,1,16.4,20.455,65,12.998,3.332204510175204
1,0,1,1,15.58,19.695,66,16.9979,3.1780538303479453
1,0,1,1,14.76,17.425,71,15.0013,2.5649493574615367
1,0,1,1,13.94,15.15,71,19.9995,2.197224577336219
1,0,1,1,13.94,16.665,66,11.0014,1.0986122886681096
1,0,1,1,13.94,16.665,71,12.998,1.3862943611198906
1,0,1,1,13.12,16.665,76,7.0015,2.6390573296152584
1,0,1,1,13.12,15.91,76,12.998,3.951243718581427
1,0,1,1,13.12,16.665,76,8.9981,4.948759890378168
1,0,1,1,14.76,17.425,66,8.9981,5.703782474656201
1,0,1,1,16.4,20.455,62,16.9979,5.225746673713201
1,0,1,1,18.04,21.97,54,22.0028,4.3694478524670215
1,0,1,1,18.04,21.97,54,19.0012,4.465908118654584
1,0,1,1,20.5,24.24,45,15.0013,4.663439094112067
1,0,1,2,21.32,25.0,42,6.0032,4.718498871295094
1,0,1,1,20.5,24.24,45,7.0015,4.787491742782046
1,0,1,1,21.32,25.0,42,16.9979,4.836281906951478
1,0,1,1,20.5,24.24,48,19.0012,4.962844630259907
1,0,1,1,20.5,24.24,42,12.998,5.749392985908253
1,0,1,2,18.86,22.725,59,11.0014,5.739792912179234
1,0,1,1,18.04,21.97,58,12.998,5.337538079701318
1,0,1,1,17.22,21.21,67,15.0013,4.927253685157204
1,0,1,1,17.22,21.21,62,15.0013,4.9344739331306915
1,0,1,1,16.4,20.455,66,15.0013,4.477336814478206
1,0,1,1,17.22,21.21,62,19.0012,3.9318256327243257
1,0,1,1,17.22,21.21,58,19.0012,3.4011973816621555
1,0,1,1,16.4,20.455,62,16.9979,2.833213344056216
1,0,1,1,16.4,20.455,62,12.998,2.70805020110221
1,0,1,1,14.76,17.425,71,12.998,1.791759469228055
1,0,1,1,15.58,19.695,66,11.0014,2.3978952727983707
1,0,1,1,16.4,20.455,66,12.998,3.6109179126442243
1,0,1,1,16.4,20.455,66,12.998,4.820281565605037
1,0,1,1,17.22,21.21,67,16.9979,5.638354669333745
1,0,1,1,18.86,22.725,63,15.0013,5.351858133476067
1,0,1,1,21.32,25.0,53,19.0012,4.770684624465664
1,0,1,1,22.14,25.76,52,19.0012,5.075173815233827
1,0,1,2,22.96,26.515,49,23.9994,5.278114659230517
1,0,1,1,26.24,31.06,41,19.0012,5.170483995038151
1,0,1,1,27.06,31.06,39,16.9979,5.164785973923514
1,0,1,2,27.88,31.82,39,23.9994,5.159055299214529
1,0,1,1,27.88,31.82,39,19.0012,5.323009979138408
1,0,1,1,28.7,31.82,37,22.0028,5.808142489980444
1,0,1,1,27.88,31.82,39,11.0014,5.805134968916488
1,0,1,1,27.06,31.06,44,8.9981,5.25227342804663
1,0,1,1,25.42,31.06,46,8.9981,5.0106352940962555
1,0,1,1,25.42,31.06,46,7.0015,4.736198448394496
1,0,1,1,25.42,31.06,50,11.0014,4.77912349311153
1,0,1,2,24.6,31.06,53,15.0013,4.465908118654584
1,0,0,2,24.6,31.06,53,16.9979,4.343805421853684
1,0,0,2,23.78,27.275,46,23.9994,3.951243718581427
1,0,0,2,22.96,26.515,43,15.0013,3.2580965380214817
1,0,0,2,22.14,25.76,39,22.0028,2.197224577336219
1,0,0,1,21.32,25.0,34,27.9993,1.3862943611198906
1,0,0,1,21.32,25.0,34,27.9993,1.0986122886681096
1,0,0,1,18.04,21.97,44,27.9993,2.3978952727983707
1,0,0,1,16.4,20.455,50,22.0028,2.6390573296152584
1,0,0,1,17.22,21.21,47,32.9975,3.8918202981106265
1,0,0,1,17.22,21.21,44,31.0009,4.343805421853684
1,0,0,1,18.04,21.97,38,27.9993,4.948759890378168
1,0,0,1,18.86,22.725,36,30.0026,5.2832037287379885
1,0,0,1,18.86,22.725,33,27.9993,5.5909869805108565
1,0,0,1,20.5,24.24,34,31.0009,5.71042701737487
1,0,0,1,20.5,24.24,31,32.9975,5.746203190540153
1,0,0,1,20.5,24.24,29,27.9993,5.749392985908253
1,0,0,1,20.5,24.24,31,26.0027,5.720311776607412
1,0,0,1,19.68,23.485,31,22.0028,5.631211781821365
1,0,0,1,18.86,22.725,31,22.0028,5.384495062789089
1,0,0,1,18.04,21.97,33,19.0012,5.043425116919247
1,0,0,1,17.22,21.21,35,15.0013,4.6913478822291435
1,0,0,1,16.4,20.455,37,19.9995,4.543294782270004
1,0,0,1,16.4,20.455,37,22.0028,4.290459441148391
1,0,0,1,15.58,19.695,40,19.9995,3.9318256327243257
2,0,1,3,10.66,12.88,100,11.0014,1.9459101490553132
2,0,1,3,10.66,12.88,100,11.0014,1.6094379124341003
2,0,1,3,10.66,12.88,93,12.998,2.0794415416798357
2,0,1,2,9.84,11.365,93,16.9979,1.6094379124341003
2,0,1,2,9.84,11.365,93,16.9979,1.3862943611198906
2,0,1,3,9.84,11.365,93,15.0013,2.5649493574615367
2,0,1,3,9.84,11.365,93,15.0013,3.3672958299864737
2,0,1,3,9.84,12.12,93,0.0,4.564348191467836
2,0,1,2,10.66,12.12,87,16.9979,5.332718793265369
2,0,1,1,13.12,14.395,70,23.9994,5.159055299214529
2,0,1,1,13.12,15.15,66,19.0012,4.330733340286331
2,0,1,1,13.12,14.395,61,23.9994,4.499809670330265
2,0,1,1,13.94,15.15,53,23.9994,4.564348191467836
2,0,1,1,14.76,16.665,50,23.9994,4.709530201312334
2,0,1,2,14.76,16.665,46,23.9994,4.477336814478206
2,0,1,1,13.94,15.15,46,27.9993,4.718498871295094
2,0,1,1,13.94,15.15,46,27.9993,5.123963979403259
2,0,1,1,13.94,15.15,46,22.0028,5.641907070938114
2,0,1,1,13.94,15.15,46,22.0028,5.488937726156686
2,0,1,1,13.94,15.15,49,22.0028,4.919980925828125
2,0,1,1,13.12,15.91,53,12.998,4.356708826689592
2,0,1,1,13.12,16.665,53,8.9981,4.543294782270004
2,0,1,1,12.3,15.15,56,11.0014,4.31748811353631
2,0,1,1,12.3,15.91,61,6.0032,3.988984046564274
2,0,0,2,12.3,16.665,61,0.0,3.4965075614664802
2,0,0,1,10.66,13.635,65,8.9981,3.4965075614664802
2,0,0,1,9.84,12.12,75,8.9981,3.0910424533583156
2,0,0,1,9.84,12.12,70,11.0014,2.3025850929940455
2,0,0,1,9.84,12.12,70,11.0014,1.791759469228055
2,0,0,2,9.84,12.12,75,11.0014,1.791759469228055
2,0,0,1,10.66,13.635,70,7.0015,2.5649493574615367
2,0,0,2,10.66,13.635,70,7.0015,2.9444389791664403
2,0,0,1,12.3,15.91,70,7.0015,4.025351690735149
2,0,0,2,13.94,17.425,66,7.0015,4.477336814478206
2,0,0,2,14.76,17.425,57,11.0014,5.043425116919247
2,0,0,2,16.4,20.455,47,11.0014,5.293304824724492
2,0,0,3,13.12,16.665,81,8.9981,5.220355825078324
2,0,0,1,13.94,16.665,81,8.9981,4.927253685157204
2,0,0,3,13.12,15.15,76,22.0028,5.25227342804663
2,0,0,3,13.94,15.15,76,26.0027,4.919980925828125
2,0,0,1,15.58,19.695,62,22.0028,5.2832037287379885
2,0,0,1,15.58,19.695,54,23.9994,5.220355825078324
2,0,0,1,15.58,19.695,54,12.998,5.19295685089021
2,0,0,1,14.76,16.665,53,23.9994,5.003946305945459
2,0,0,1,13.94,15.91,53,19.0012,4.454347296253507
2,0,0,1,13.12,15.15,61,16.9979,4.356708826689592
2,0,0,1,13.12,15.15,61,19.9995,4.025351690735149
2,0,0,1,13.12,15.91,61,11.0014,3.988984046564274
2,0,0,1,12.3,14.395,65,12.998,3.6888794541139363
2,0,0,1,12.3,15.91,61,7.0015,3.5553480614894135
2,0,0,1,10.66,13.635,70,8.9981,3.2188758248682006
2,0,0,1,12.3,16.665,61,0.0,2.4849066497880004
2,0,0,1,11.48,15.15,70,6.0032,1.3862943611198906
2,0,0,1,11.48,13.635,65,15.0013,1.791759469228055
2,0,0,1,11.48,13.635,65,12.998,3.526360524616161
2,0,0,1,13.12,15.15,57,15.0013,3.526360524616161
2,0,0,1,13.94,16.665,57,11.0014,4.143134726391533
2,0,0,1,14.76,15.91,50,32.9975,4.962844630259907
2,0,0,1,16.4,20.455,43,27.9993,5.375278407684164
2,0,0,1,17.22,21.21,41,16.9979,5.497168225293201
2,0,0,1,18.04,21.97,38,19.0012,5.749392985908253
2,0,0,1,18.04,21.97,33,19.9995,5.90808293816893
2,0,0,1,18.86,22.725,31,8.9981,5.857933154483459
2,0,0,2,18.86,22.725,33,0.0,5.680172609017067
2,0,0,2,18.86,22.725,31,12.998,5.717027701406222
2,0,0,2,18.86,22.725,28,8.9981,5.616771097666571
2,0,0,2,18.86,22.725,31,0.0,5.153291594497778
2,0,0,2,17.22,21.21,44,12.998,4.976733742420574
2,0,0,3,17.22,21.21,41,15.0013,4.382026634673881
2,0,0,2,17.22,21.21,44,15.0013,3.828641396489095
2,0,0,1,16.4,20.455,43,7.0015,3.6109179126442243
2,0,0,1,16.4,20.455,50,6.0032,3.4657359027997265
2,0,1,1,16.4,20.455,50,15.0013,1.9459101490553132
2,0,1,1,16.4,20.455,56,23.9994,2.4849066497880004
2,0,1,1,15.58,19.695,66,16.9979,1.0986122886681096
2,0,1,1,15.58,19.695,66,19.0012,0.6931471805599453
2,0,1,1,15.58,19.695,71,19.9995,1.0986122886681096
2,0,1,1,16.4,20.455,62,16.9979,2.0794415416798357
2,0,1,1,17.22,21.21,58,19.0012,3.8501476017100584
2,0,1,2,18.04,21.97,54,16.9979,5.062595033026967
2,0,1,2,18.86,22.725,55,19.9995,5.828945617610207
2,0,1,2,20.5,24.24,51,26.0027,5.0689042022202315
2,0,1,2,22.14,25.76,45,23.9994,4.51085950651685
2,0,1,1,24.6,31.06,40,26.0027,4.828313737302301
2,0,1,1,26.24,31.06,36,31.0009,5.062595033026967
2,0,1,1,27.88,31.82,34,22.0028,4.941642422609304
2,0,1,2,30.34,32.575,27,32.9975,4.820281565605037
2,0,1,1,31.16,33.335,23,36.9974,4.969813299576001
2,0,1,1,31.16,32.575,22,35.0008,5.247024072160486
2,0,1,1,30.34,32.575,23,40.9973,5.90536184805457
2,0,1,2,29.52,31.82,23,32.9975,5.958424693029782
2,0,1,1,28.7,31.82,24,31.0009,5.631211781821365
2,0,1,2,28.7,31.82,24,36.9974,5.159055299214529
2,0,1,2,28.7,31.82,30,30.0026,4.564348191467836
2,0,1,2,27.88,31.82,36,31.0009,4.330733340286331
2,0,1,2,26.24,31.06,47,15.0013,3.8918202981106265
2,0,1,1,25.42,31.06,50,7.0015,3.1354942159291497
2,0,1,3,25.42,31.06,57,27.9993,2.772588722239781
2,0,1,2,22.14,25.76,73,22.0028,1.791759469228055
2,0,1,2,22.14,25.76,73,22.0028,1.6094379124341003
2,0,1,3,20.5,24.24,88,32.9975,1.0986122886681096
2,0,1,3,18.86,22.725,94,19.9995,1.791759469228055
2,0,1,2,19.68,23.485,88,22.0028,3.6635616461296463
2,0,1,2,19.68,23.485,88,22.0028,4.90527477843843
2,0,1,3,15.58,19.695,87,39.0007,5.062595033026967
2,0,1,3,14.76,15.91,87,32.9975,3.8501476017100584
2,0,1,3,13.94,15.15,81,26.0027,3.3672958299864737
2,0,1,3,13.12,14.395,81,30.0026,2.995732273553991
2,0,1,2,13.94,15.15,71,26.0027,3.6635616461296463
2,0,1,2,14.76,16.665,63,27.9993,4.04305126783455
2,0,1,2,14.76,15.91,57,32.9975,4.343805421853684
2,0,1,1,16.4,20.455,46,31.0009,4.23410650459726
2,0,1,1,15.58,19.695,46,27.9993,4.875197323201151
2,0,1,1,17.22,21.21,38,27.9993,5.6131281063880705
2,0,1,1,15.58,19.695,40,32.9975,5.5909869805108565
2,0,1,1,14.76,16.665,43,19.9995,5.081404364984463
2,0,1,1,13.94,15.91,46,19.0012,4.5217885770490405
2,0,1,1,13.94,14.395,46,35.0008,4.499809670330265
2,0,1,1,13.12,15.15,49,19.9995,3.8501476017100584
2,0,1,1,12.3,14.395,49,19.0012,3.295836866004329
2,0,1,1,12.3,15.91,49,7.0015,2.772588722239781
2,0,1,1,10.66,13.635,60,8.9981,1.0986122886681096
2,0,1,1,9.84,12.12,70,8.9981,1.791759469228055
2,0,1,1,10.66,13.635,60,8.9981,1.6094379124341003
2,0,1,1,9.84,12.12,65,8.9981,0.6931471805599453
2,0,1,1,9.84,12.88,70,7.0015,2.6390573296152584
2,0,1,1,9.84,12.88,70,7.0015,4.04305126783455
2,0,1,1,10.66,13.635,65,7.0015,4.897839799950911
2,0,1,1,13.12,15.15,61,15.0013,5.786897381366708
2,0,1,1,14.76,16.665,46,16.9979,5.111987788356543
2,0,1,1,16.4,20.455,37,26.0027,4.2484952420493585
2,0,1,1,17.22,21.21,38,26.0027,4.543294782270004
2,0,1,1,18.04,21.97,41,16.9979,4.90527477843843
2,0,1,1,18.86,22.725,38,32.9975,4.727387818712341
2,0,1,1,20.5,24.24,34,27.9993,4.7535901911063645
2,0,1,1,21.32,25.0,32,22.0028,4.770684624465664
2,0,1,1,22.14,25.76,28,27.9993,5.135798437050261
2,0,1,1,21.32,25.0,32,30.0026,5.877735781779639
2,0,1,1,21.32,25.0,29,23.9994,5.786897381366708
2,0,1,1,20.5,24.24,31,19.9995,5.4510384535657
2,0,1,1,18.86,22.725,51,15.0013,4.955827057601261
2,0,1,1,18.86,22.725,41,19.0012,4.634728988229636
2,0,1,1,18.86,22.725,41,19.0012,4.442651256490317
2,0,1,1,18.86,22.725,41,19.9995,3.7135720667043075
2,0,1,1,18.86,22.725,41,19.0012,3.044522437723423
2,0,1,1,17.22,21.21,47,8.9981,2.6390573296152584
2,0,1,1,17.22,21.21,54,0.0,2.0794415416798357
2,0,1,1,14.76,17.425,66,12.998,1.3862943611198906
2,0,1,1,13.94,16.665,76,12.998,0.6931471805599453
2,0,1,1,13.94,15.91,76,15.0013,1.9459101490553132
2,0,1,1,13.12,15.15,81,16.9979,4.174387269895637
2,0,1,2,13.94,16.665,76,11.0014,5.081404364984463
2,0,1,1,14.76,17.425,76,12.998,5.752572638825633
2,0,1,2,16.4,20.455,66,8.9981,5.141663556502659
2,0,1,2,17.22,21.21,67,7.0015,4.564348191467836
2,0,1,2,18.86,22.725,55,0.0,4.812184355372417
2,0,1,2,18.86,22.725,55,0.0,5.036952602413629
2,0,1,2,21.32,25.0,48,6.0032,4.9126548857360515
2,0,1,1,22.96,26.515,43,6.0032,5.062595033026967
2,0,1,1,24.6,31.06,38,7.0015,5.081404364984463
2,0,1,1,24.6,31.06,35,0.0,5.365976015021851
2,0,1,1,21.32,25.0,52,19.0012,5.840641657373398
